Object Name,Period Start,Period End,Possible Impacts,Cumulative Impact Probability,Asteroid Velocity,Asteroid Magnitude,Asteroid Diameter (km),Cumulative Palermo Scale,Maximum Palermo Scale,Maximum Torino Scale,Energy,Energy sc,Energy log,Energy log pos,Vis radius,Vis radius scaled
2013 RZ53,2092,2103,8,1.30E-05,1.25,31.1,0.002,-8.32,-8.7,0,1.25E-08,1.25,1.223901086,28.22390109,1.106300631,11.06300631
2016 QY84,2020,2116,703,3.60E-05,3.15,31.6,0.002,-7.41,-8.32,0,7.94E-08,7.938,11.36267916,38.36267916,3.370857334,33.70857334
2008 UA202,2046,2105,63,7.60E-05,2.3,29.4,0.004,-6.58,-7.35,0,3.39E-07,33.856,19.31815578,46.31815578,4.395242403,43.95242403
1991 VG,2101,2101,1,4.60E-05,1.02,28.4,0.007,-6.46,-6.46,0,3.57E-07,35.68572,19.60684557,46.60684557,4.427961785,44.27961785
2014 WU200,2111,2111,2,1.40E-06,1.73,28.9,0.005,-8.28,-8.44,0,3.74E-07,37.41125,19.86584321,46.86584321,4.457111532,44.57111532
2008 JL24,2091,2109,2,4.30E-07,2.7,29.6,0.004,-8.99,-9.05,0,4.67E-07,46.656,21.07705531,48.07705531,4.59097542,45.9097542
2014 WE6,2104,2109,5,5.20E-05,4.42,30.3,0.003,-7.3,-7.57,0,5.27E-07,52.74828,21.75020461,48.75020461,4.663711463,46.63711463
2007 UN12,2071,2111,32,0.00029,1.57,28.7,0.006,-5.8,-6.57,0,5.32E-07,53.24184,21.80128682,48.80128682,4.669184813,46.69184813
2014 HJ197,2036,2115,410,1.80E-05,4.51,30.2,0.003,-7.36,-7.9,0,5.49E-07,54.91827,21.97132446,48.97132446,4.68735794,46.8735794
2000 LG6,2075,2115,52,0.00099,2.11,29,0.005,-5.37,-5.86,0,5.57E-07,55.65125,22.04404465,49.04404465,4.695108588,46.95108588
2011 UD21,2105,2105,1,9.30E-06,1.29,28.5,0.007,-7.21,-7.21,0,5.71E-07,57.07863,22.18294897,49.18294897,4.709877809,47.09877809
2013 YB,2017,2046,23,7.60E-05,8.98,31.4,0.002,-6.6,-6.96,0,6.45E-07,64.51232,22.85443524,49.85443524,4.78063126,47.8063126
2015 FU344,2066,2111,13,1.40E-05,9.92,31,0.002,-7.79,-7.94,0,7.87E-07,78.72512,23.94649524,50.94649524,4.893515632,48.93515632
2015 TC25,2070,2115,13,0.00013,3.52,29.5,0.004,-6.45,-6.49,0,7.93E-07,79.29856,23.98630226,50.98630226,4.897581266,48.97581266
2015 PS228,2080,2102,3,2.90E-06,2.55,28.9,0.005,-7.81,-7.87,0,8.13E-07,81.28125,24.12175192,51.12175192,4.911390019,49.11390019
2011 AM37,2044,2114,120,0.001,3.65,29.7,0.004,-5.43,-5.83,0,8.53E-07,85.264,24.38412881,51.38412881,4.938028838,49.38028838
2012 EP10,2056,2115,39,9.50E-05,2.78,29.2,0.005,-6.45,-6.7,0,9.66E-07,96.605,25.06906249,52.06906249,5.006901485,50.06901485
2015 VO142,2046,2110,15,3.70E-06,2.82,29,0.005,-7.72,-8.43,0,9.94E-07,99.405,25.22577415,52.22577415,5.02252667,50.2252667
2012 XB112,2058,2114,18,0.00013,4.15,29.8,0.004,-6.35,-6.37,0,1.10E-06,110.224,25.79242269,52.79242269,5.078624094,50.78624094
2016 WY,2091,2114,11,9.70E-05,3.24,29.2,0.005,-6.49,-6.6,0,1.31E-06,131.22,26.74875857,53.74875857,5.171920201,51.71920201
2012 FN,2115,2115,1,2.30E-08,3.27,29.2,0.005,-10.18,-10.2,0,1.34E-06,133.66125,26.84986186,53.84986186,5.181685234,51.81685234
2010 VP139,2017,2112,350,1.80E-05,2.04,28.5,0.007,-6.51,-7.54,0,1.43E-06,142.74288,27.21041361,54.21041361,5.216360188,52.16360188
2008 EA9,2063,2084,9,2.60E-05,1.24,27.7,0.01,-6.24,-6.8,0,1.54E-06,153.76,27.61819849,54.61819849,5.255301941,52.55301941
2016 RD34,2051,2093,25,0.0019,1.14,27.5,0.011,-4.17,-4.51,0,1.73E-06,172.97676,28.26411391,55.26411391,5.316400466,53.16400466
2014 JR24,2069,2115,38,0.0012,3.72,29.3,0.005,-5.26,-5.27,0,1.73E-06,172.98,28.26421665,55.26421665,5.316410128,53.16410128
2010 XC,2017,2113,332,3.30E-06,3.96,29.1,0.005,-7.25,-8.05,0,1.96E-06,196.02,28.95004183,55.95004183,5.380524308,53.80524308
2009 SH1,2073,2113,24,7.00E-08,5.57,29.9,0.004,-9.91,-10.4,0,1.99E-06,198.55936,29.02063909,56.02063909,5.387080758,53.87080758
2011 CA7,2062,2092,7,9.00E-07,8.91,30.3,0.003,-8.67,-8.88,0,2.14E-06,214.34787,29.44029412,56.44029412,5.42589109,54.2589109
2003 YS70,2075,2107,2,7.70E-06,3.16,28.8,0.006,-7.44,-7.48,0,2.16E-06,215.68896,29.47450353,56.47450353,5.429042598,54.29042598
2008 TS10,2068,2114,19,2.80E-05,3.18,28.8,0.006,-6.77,-7.61,0,2.18E-06,218.42784,29.54371278,56.54371278,5.435412844,54.35412844
2008 WO2,2065,2111,10,5.30E-05,6.11,29.8,0.004,-6.93,-7.28,0,2.39E-06,238.92544,30.0356778,57.0356778,5.48048153,54.8048153
2016 WN55,2020,2113,48,4.80E-06,0.34,25.6,0.028,-4.06,-4.33,0,2.54E-06,253.76512,30.36617947,57.36617947,5.510551648,55.10551648
2012 WR10,2081,2096,3,7.70E-07,2.73,28.5,0.007,-8.21,-8.4,0,2.56E-06,255.63447,30.40643504,57.40643504,5.514203028,55.14203028
2008 US,2017,2062,30,1.60E-05,18.33,31.4,0.002,-6.48,-6.87,0,2.69E-06,268.79112,30.68169596,57.68169596,5.539106061,55.39106061
2014 HY198,2041,2115,234,4.50E-05,6.52,29.6,0.004,-6.84,-7.41,0,2.72E-06,272.06656,30.74812897,57.74812897,5.545099546,55.45099546
2011 CF22,2031,2115,171,5.40E-05,18.81,30.9,0.002,-6.91,-7.73,0,2.83E-06,283.05288,30.9652563,57.9652563,5.564643412,55.64643412
2008 VM,2020,2031,3,3.60E-05,10.26,30.2,0.003,-6.49,-6.49,0,2.84E-06,284.22252,30.98787413,57.98787413,5.566675321,55.66675321
2008 UM1,2021,2079,5,5.00E-07,19.03,31.6,0.002,-8.39,-8.41,0,2.90E-06,289.71272,31.09281157,58.09281157,5.576092859,55.76092859
2013 CY,2078,2106,5,2.50E-06,2.42,28.2,0.008,-7.57,-7.92,0,3.00E-06,299.84768,31.28140585,58.28140585,5.592978263,55.92978263
2006 JY26,2073,2110,48,0.0097,2.98,28.4,0.007,-3.93,-3.93,0,3.05E-06,304.59772,31.36761256,58.36761256,5.600679652,56.00679652
2009 VT1,2046,2081,3,2.60E-06,6.97,29.6,0.004,-7.76,-7.85,0,3.11E-06,310.91776,31.48025138,58.48025138,5.610726457,56.10726457
2016 TH,2077,2115,30,2.20E-05,7.4,29.4,0.004,-7.09,-7.76,0,3.50E-06,350.464,32.13694581,59.13694581,5.668945741,56.68945741
2008 EK68,2017,2115,315,5.00E-06,7.43,29.8,0.004,-7.6,-8.87,0,3.53E-06,353.31136,32.18132738,59.18132738,5.672858837,56.72858837
2013 XS21,2086,2111,9,3.30E-06,7.52,29.4,0.004,-7.95,-8.26,0,3.62E-06,361.92256,32.31340479,59.31340479,5.684488085,56.84488085
2008 LD,2049,2115,59,8.90E-05,4.13,28.9,0.006,-6.33,-7.17,0,3.68E-06,368.42904,32.41113247,59.41113247,5.693077592,56.93077592
2015 WP2,2080,2115,24,0.0001,12.62,30.1,0.003,-6.56,-6.98,0,4.30E-06,430.01388,33.25891679,60.25891679,5.76705443,57.6705443
2014 LJ,2055,2115,39,1.50E-05,3.61,28.5,0.007,-6.9,-7.82,0,4.47E-06,447.00103,33.47141724,60.47141724,5.78544875,57.8544875
2009 XR1,2032,2110,13,1.70E-07,6.01,29.3,0.005,-8.85,-9.27,0,4.52E-06,451.50125,33.52635996,60.52635996,5.790195157,57.90195157
2008 KT,2091,2107,4,2.90E-07,3,28.2,0.008,-8.55,-8.8,0,0.000004608,460.8,33.63817322,60.63817322,5.799842517,57.99842517
2016 TG94,2096,2116,16,1.50E-05,8.74,29.7,0.004,-7.4,-7.77,0,4.89E-06,488.88064,33.96262339,60.96262339,5.827745996,58.27745996
2014 KC45,2066,2102,4,1.50E-06,8.92,29.4,0.004,-8.25,-8.28,0,5.09E-06,509.22496,34.1862476,61.1862476,5.846900683,58.46900683
2010 UY7,2066,2115,45,0.00023,3.87,28.5,0.007,-5.75,-6.19,0,5.14E-06,513.70767,34.23431918,61.23431918,5.851010099,58.51010099
2016 NK22,2084,2115,85,0.0007,6.88,28.9,0.005,-5.47,-5.67,0,5.92E-06,591.68,35.00938704,62.00938704,5.91687308,59.1687308
2014 AG51,2049,2110,9,1.80E-06,14.82,30,0.003,-8.06,-8.09,0,5.93E-06,593.00748,35.02167887,62.02167887,5.917911698,59.17911698
2016 EO28,2035,2058,18,0.00051,6.98,29.1,0.005,-4.99,-5.02,0,6.09E-06,609.005,35.16768171,62.16768171,5.930234541,59.30234541
2017 BG92,2045,2110,25,1.90E-05,5.31,28.6,0.006,-6.68,-7.06,0,6.09E-06,609.03576,35.16795873,62.16795873,5.930257898,59.30257898
2016 CG18,2062,2116,53,0.00014,4.25,28.5,0.007,-5.87,-6.13,0,6.20E-06,619.54375,35.26178381,62.26178381,5.938163337,59.38163337
2011 BL45,2050,2115,51,0.0005,1.68,27.2,0.013,-4.7,-4.85,0,6.20E-06,620.08128,35.2665405,62.2665405,5.938563841,59.38563841
2016 FZ13,2108,2114,6,2.20E-05,4.3,28.3,0.007,-6.75,-7.14,0,6.34E-06,634.207,35.39008504,62.39008504,5.948956635,59.48956635
2015 XH55,2092,2110,5,1.40E-06,7.14,29.2,0.005,-8.22,-8.49,0,6.37E-06,637.245,35.41629586,62.41629586,5.951159203,59.51159203
2016 VB1,2071,2115,73,0.0012,5.45,28.6,0.006,-5.02,-5.48,0,6.42E-06,641.574,35.45342989,62.45342989,5.954278285,59.54278285
2016 VF18,2031,2082,7,7.70E-06,10.09,29.8,0.004,-7.53,-7.57,0,6.52E-06,651.57184,35.53824228,62.53824228,5.961396001,59.61396001
2015 HM182,2021,2112,81,1.00E-07,7.25,29,0.005,-8.88,-9.47,0,6.57E-06,657.03125,35.58400716,62.58400716,5.965233202,59.65233202
2016 DY30,2036,2105,6,3.20E-07,15.64,30.5,0.003,-9.13,-9.23,0,6.60E-06,660.44592,35.61243858,62.61243858,5.96761582,59.6761582
2012 VJ38,2031,2110,16,0.00011,4.45,28.5,0.007,-5.95,-6.03,0,6.79E-06,679.22575,35.76622349,62.76622349,5.980486894,59.80486894
2009 YR,2060,2087,6,8.70E-06,3.12,28,0.009,-6.74,-7.14,0,7.10E-06,709.63776,36.00646439,63.00646439,6.000538675,60.00538675
2016 EP84,2092,2106,6,3.60E-05,2.33,27.4,0.011,-6.03,-6.08,0,7.23E-06,722.58659,36.10564421,63.10564421,6.008797234,60.08797234
2008 GM2,2084,2114,35,2.30E-05,4.61,28.4,0.007,-6.69,-7.39,0,7.29E-06,728.94703,36.15371207,63.15371207,6.012795695,60.12795695
2016 WT,2072,2115,36,2.30E-05,10.71,29.7,0.004,-7.2,-8.08,0,7.34E-06,734.10624,36.19239477,63.19239477,6.016011534,60.16011534
2011 YC40,2028,2050,6,1.40E-06,10.94,29.7,0.004,-7.69,-7.84,0,7.66E-06,765.97504,36.42547651,63.42547651,6.035352228,60.35352228
2014 OM207,2101,2101,2,0.00022,8.2,29.1,0.005,-5.98,-5.98,0,0.000008405,840.5,36.93472715,63.93472715,6.077394766,60.77394766
2008 CM74,2079,2100,6,2.40E-06,4.07,28,0.008,-7.49,-7.95,0,8.48E-06,848.12288,36.98424723,63.98424723,6.081467522,60.81467522
2010 RF12,2095,2115,52,0.065,5.1,28.4,0.007,-3.2,-3.2,0,8.92E-06,892.143,37.26178381,64.26178381,6.104243099,61.04243099
2016 WF7,2102,2113,4,2.30E-06,6.52,28.7,0.006,-7.88,-7.91,0,9.18E-06,918.22464,37.41983223,64.41983223,6.117175184,61.17175184
2012 BK14,2020,2113,663,4.90E-05,3.67,28,0.009,-5.81,-6.88,0,9.82E-06,981.88281,37.78747881,64.78747881,6.147152089,61.47152089
2003 WT153,2044,2103,39,1.70E-05,4.41,28.1,0.008,-6.57,-6.77,0,9.96E-06,995.74272,37.86435917,64.86435917,6.153402244,61.53402244
2009 WR52,2031,2113,51,0.00011,5.42,28.3,0.007,-5.75,-6.03,0,1.01E-05,1007.61052,37.92934366,64.92934366,6.158680351,61.58680351
2012 DJ54,2068,2115,32,0.0002,5.43,28.5,0.007,-5.71,-6,0,1.01E-05,1011.33207,37.94956419,64.94956419,6.16032176,61.6032176
2016 DA31,2028,2116,184,0.00013,13.6,29.9,0.004,-6.1,-6.61,0,1.18E-05,1183.744,38.81295059,65.81295059,6.23000406,62.3000406
2006 BO7,2060,2115,3,1.10E-06,9.83,29.3,0.005,-8.07,-8.26,0,1.21E-05,1207.86125,38.92357348,65.92357348,6.238875979,62.38875979
2016 XL23,2086,2086,1,8.20E-07,9.91,29.3,0.005,-8.34,-8.34,0,1.23E-05,1227.60125,39.01248687,66.01248687,6.245997668,62.45997668
2007 UD6,2058,2106,63,9.00E-05,5.99,28.3,0.007,-5.9,-6.79,0,1.23E-05,1230.68743,39.02625835,66.02625835,6.247099995,62.47099995
2011 CL50,2036,2111,68,4.70E-05,3.51,27.6,0.01,-5.95,-6.85,0,1.23E-05,1232.01,39.0321495,66.0321495,6.247571488,62.47571488
2016 AQ164,2035,2035,1,8.20E-08,13.9,29.9,0.004,-8.94,-8.94,0,1.24E-05,1236.544,39.05229747,66.05229747,6.249183744,62.49183744
2014 HB177,2085,2099,3,2.60E-06,6.08,28.3,0.007,-7.49,-7.57,0,1.27E-05,1267.94752,39.18985156,66.18985156,6.260179834,62.60179834
2016 SA2,2110,2116,9,0.00016,5.19,28.1,0.008,-5.77,-6.08,0,1.38E-05,1379.12832,39.65086221,66.65086221,6.29689306,62.9689306
2016 JB18,2091,2116,14,8.10E-05,3.25,27.5,0.011,-5.72,-5.75,0,1.41E-05,1405.86875,39.75619145,66.75619145,6.305251102,63.05251102
2009 WW7,2069,2115,30,2.20E-05,8.2,28.9,0.006,-6.81,-6.94,0,1.45E-05,1452.384,39.93472715,66.93472715,6.319392941,63.19392941
2009 VA,2025,2048,16,2.20E-05,8.24,28.6,0.006,-5.81,-5.84,0,1.47E-05,1466.58816,39.98810744,66.98810744,6.323615061,63.23615061
2009 TB,2020,2112,35,7.10E-06,10.84,29.2,0.005,-6.35,-6.91,0,1.47E-05,1468.82,39.99644784,66.99644784,6.324274491,63.24274491
2016 NL39,2055,2116,85,0.00044,3.93,27.6,0.01,-4.92,-5.48,0,1.54E-05,1544.49,40.27197424,67.27197424,6.346020346,63.46020346
2016 LP10,2023,2115,32,0.00011,15.59,29.5,0.004,-5.55,-5.66,0,1.56E-05,1555.50784,40.31096205,67.31096205,6.349091435,63.49091435
2015 YM1,2096,2115,6,7.60E-06,6.81,28.4,0.007,-7.1,-7.19,0,1.59E-05,1590.70023,40.43366963,67.43366963,6.358747489,63.58747489
2010 UE,2032,2044,2,1.10E-07,16.09,29.6,0.004,-8.66,-8.86,0,1.66E-05,1656.88384,40.65725437,67.65725437,6.376304131,63.76304131
2014 OP2,2071,2079,3,1.70E-06,11.63,29.1,0.005,-7.8,-7.92,0,1.69E-05,1690.71125,40.76810613,67.76810613,6.384990692,63.84990692
2005 TH50,2031,2101,25,2.70E-05,4.88,28,0.009,-6.04,-6.4,0,1.74E-05,1736.06976,40.91331387,67.91331387,6.396351606,63.96351606
2001 GP2,2043,2109,29,0.00012,2.58,26.9,0.014,-5.08,-5.52,0,1.83E-05,1826.51616,41.19186906,68.19186906,6.418089206,64.18089206
2010 CK19,2089,2107,4,8.70E-07,5.01,27.9,0.009,-7.83,-8.22,0,1.83E-05,1829.79729,41.20171307,68.20171307,6.418856056,64.18856056
2014 HS197,2055,2100,9,3.40E-07,16.97,29.4,0.004,-8.38,-8.49,0,1.84E-05,1843.07776,41.24137749,68.24137749,6.421944993,64.21944993
2016 VA18,2020,2116,521,3.80E-06,7.47,28.3,0.007,-6.78,-7.38,0,1.91E-05,1913.97087,41.44839198,68.44839198,6.438042558,64.38042558
2015 XR169,2050,2115,122,0.00036,9.54,28.8,0.006,-5.32,-5.62,0,1.97E-05,1965.85056,41.59508299,68.59508299,6.449425012,64.49425012
2014 HD198,2018,2115,78,8.10E-06,17.54,29.6,0.004,-6.46,-6.58,0,1.97E-05,1968.97024,41.60378014,68.60378014,6.450099235,64.50099235
2015 KG158,2045,2111,38,0.00022,7.69,28.3,0.007,-5.42,-5.48,0,2.03E-05,2028.36823,41.76679409,68.76679409,6.462723427,64.62723427
2010 NN,2060,2115,29,3.20E-05,7.74,28.3,0.007,-6.3,-6.67,0,2.05E-05,2054.83068,41.83788721,68.83788721,6.468221333,64.68221333
2010 RM80,2085,2115,21,1.10E-05,5.36,27.9,0.009,-6.84,-7.25,0,2.09E-05,2094.38784,41.94247089,68.94247089,6.476300711,64.76300711
2010 VQ,2034,2114,56,0.00013,4.58,27.7,0.01,-5.24,-5.69,0,2.10E-05,2097.64,41.95098109,68.95098109,6.476957704,64.76957704
2015 BE511,2057,2103,5,6.40E-05,9.88,28.7,0.006,-6.08,-6.19,0,2.11E-05,2108.47104,41.97922875,68.97922875,6.479137963,64.79137963
2005 WN3,2024,2024,1,1.10E-09,18.17,29.9,0.004,-10.34,-10.3,0,2.11E-05,2112.95296,41.9908753,68.9908753,6.480036674,64.80036674
2008 EF32,2083,2083,1,6.50E-08,13.11,29.4,0.005,-9.39,-9.39,0,2.15E-05,2148.40125,42.08212882,69.08212882,6.48707398,64.8707398
2016 CH30,2100,2112,4,8.90E-06,5.46,28,0.009,-6.92,-6.97,0,2.17E-05,2173.26564,42.14524247,69.14524247,6.491936727,64.91936727
2009 TM8,2079,2114,136,7.70E-05,7.96,28.6,0.007,-6.18,-7.39,0,2.17E-05,2173.30288,42.14533645,69.14533645,6.491943966,64.91943966
2008 ST,2047,2114,25,7.00E-05,3.24,27.1,0.013,-5.55,-5.83,0,2.31E-05,2306.32272,42.47116893,69.47116893,6.516990788,65.16990788
2006 UQ216,2061,2115,7,3.30E-06,3.73,27.3,0.012,-7.02,-7.22,0,2.40E-05,2404.14912,42.69901739,69.69901739,6.534448514,65.34448514
2010 XB,2027,2029,2,2.50E-07,19.67,29.6,0.004,-8,-8.25,0,2.48E-05,2476.21696,42.86101651,69.86101651,6.546832555,65.46832555
2016 TM,2093,2100,2,3.90E-07,4.33,27.5,0.011,-8.04,-8.07,0,2.50E-05,2495.47859,42.90351589,69.90351589,6.550077549,65.50077549
2016 AF2,2072,2093,3,3.10E-07,5.87,27.8,0.009,-8.09,-8.1,0,2.51E-05,2511.90801,42.93950778,69.93950778,6.552824413,65.52824413
2008 JD33,2018,2106,133,1.10E-07,5.07,27.9,0.01,-7.87,-8.77,0,2.57E-05,2570.49,43.06595424,70.06595424,6.562465561,65.62465561
2015 VL64,2085,2109,7,2.80E-06,8.68,28.3,0.007,-7.46,-8.02,0,2.58E-05,2584.24432,43.09522445,70.09522445,6.564695305,65.64695305
2015 DQ224,2029,2089,91,6.80E-05,14.59,29.4,0.005,-5.98,-6.73,0,2.66E-05,2660.85125,43.25545211,70.25545211,6.576887723,65.76887723
2007 TX22,2040,2086,52,3.40E-05,8.87,28.4,0.007,-6.21,-7.02,0,2.70E-05,2698.61767,43.33275278,70.33275278,6.58276179,65.8276179
2016 WN7,2095,2100,3,3.10E-06,6.16,27.9,0.009,-7.27,-7.3,0,2.77E-05,2766.23424,43.46848685,70.46848685,6.593063541,65.93063541
2012 CS46,2023,2115,81,1.20E-07,6.26,27.8,0.009,-8.18,-8.86,0,2.86E-05,2856.77604,43.64513527,70.64513527,6.606446494,66.06446494
2016 FC1,2082,2088,4,3.40E-06,15.19,29.1,0.005,-7.47,-7.64,0,2.88E-05,2884.20125,43.69753867,70.69753867,6.610411384,66.10411384
2009 VZ39,2017,2114,924,7.10E-06,6.33,27.9,0.009,-6.22,-7.61,0,2.92E-05,2921.02281,43.76711812,70.76711812,6.615672159,66.15672159
2010 GV23,2096,2105,2,6.90E-08,5.42,27.6,0.01,-8.84,-9.02,0,2.94E-05,2937.64,43.79823186,70.79823186,6.618023259,66.18023259
2013 RO30,2044,2093,8,9.50E-05,9.26,28.4,0.007,-5.91,-6.03,0,2.94E-05,2941.14268,43.80476775,70.80476775,6.618517036,66.18517036
2017 BD6,2090,2090,1,1.00E-09,9.28,28.6,0.007,-10.95,-11,0,2.95E-05,2953.86112,43.82843471,70.82843471,6.620304729,66.20304729
2011 UL169,2057,2073,6,1.40E-05,9.35,28.3,0.007,-6.45,-6.51,0,3.00E-05,2998.59175,43.91086924,70.91086924,6.626527691,66.26527691
2010 HP20,2021,2115,564,4.10E-05,7.66,28.2,0.008,-5.98,-7.46,0,3.00E-05,3004.19072,43.92110094,70.92110094,6.627299672,66.27299672
2012 HG2,2053,2116,318,0.002,3.32,27,0.014,-3.94,-4.37,0,3.02E-05,3024.54656,43.95813969,70.95813969,6.63009349,66.3009349
2016 NP56,2024,2068,8,5.10E-06,2.14,26.2,0.019,-6.05,-6.11,0,3.14E-05,3141.14764,44.16561401,71.16561401,6.645721481,66.45721481
2012 UL171,2100,2100,1,4.20E-10,3.79,27,0.013,-10.8,-10.8,0,3.16E-05,3155.79277,44.19112671,71.19112671,6.647640687,66.47640687
2014 EU,2080,2107,5,7.70E-06,5.64,27.7,0.01,-6.72,-6.77,0,3.18E-05,3180.96,44.23469423,71.23469423,6.650916796,66.50916796
2007 FP3,2059,2111,11,2.20E-06,9.65,28.4,0.007,-7.54,-7.86,0,3.19E-05,3194.10175,44.2573074,71.2573074,6.652616583,66.52616583
2015 SK7,2059,2107,5,7.30E-07,12.18,28.8,0.006,-8.08,-8.41,0,3.20E-05,3204.41184,44.27498306,71.27498306,6.653944925,66.53944925
2016 FE15,2068,2116,3,6.20E-07,12.21,28.8,0.006,-8.11,-8.24,0,3.22E-05,3220.21656,44.30196864,71.30196864,6.655972404,66.55972404
2016 RR1,2076,2113,27,0.0002,6.75,27.8,0.009,-5.42,-5.64,0,3.32E-05,3321.50625,44.47183203,71.47183203,6.668720419,66.68720419
2015 FC345,2109,2109,1,6.20E-07,6.76,27.8,0.009,-7.96,-7.96,0,3.33E-05,3331.35504,44.48807131,71.48807131,6.669937879,66.69937879
