Object Name,Period Start,Period End,Possible Impacts,Cumulative Impact Probability,Asteroid Velocity,Asteroid Magnitude,Asteroid Diameter (km),Cumulative Palermo Scale,Maximum Palermo Scale,Maximum Torino Scale,Energy,Energy sc,Energy log,Energy log pos,Vis radius,Vis radius scaled
2011 AZ22,2034,2114,9,9.30E-07,12.52,28.6,0.006,-7.58,-7.7,0,3.39E-05,3385.80864,44.57700005,71.57700005,6.676600935,66.76600935
2010 CS19,2104,2104,4,4.80E-05,6.82,28,0.009,-6.16,-6.18,0,3.39E-05,3390.75396,44.58500534,71.58500534,6.677200412,66.77200412
2013 GW38,2061,2113,13,6.40E-06,10.26,28.5,0.007,-7.05,-7.66,0,3.61E-05,3610.67868,44.92969004,71.92969004,6.702961289,67.02961289
2000 SZ162,2070,2096,2,3.80E-07,4.17,27.1,0.013,-7.7,-7.75,0,3.82E-05,3820.34133,45.23927503,72.23927503,6.726014795,67.26014795
2016 DK2,2069,2069,1,7.50E-07,17.57,29.1,0.005,-7.93,-7.93,0,3.86E-05,3858.81125,45.29422957,72.29422957,6.730098779,67.30098779
2006 GU2,2022,2115,61,1.70E-05,7.3,27.8,0.009,-6.44,-7.09,0,3.88E-05,3884.841,45.33110336,72.33110336,6.73283769,67.3283769
2012 TP20,2069,2107,4,5.30E-07,7.31,27.8,0.009,-7.85,-8.07,0,3.90E-05,3895.49169,45.34611996,72.34611996,6.733952774,67.33952774
2016 TB57,2112,2112,1,1.10E-08,2.22,26.1,0.02,-9.01,-9.01,0,3.94E-05,3942.72,45.4122171,72.4122171,6.738858739,67.38858739
2012 EZ1,2107,2107,2,9.40E-08,13.54,28.8,0.006,-9.07,-9.3,0,3.96E-05,3959.96256,45.43615135,72.43615135,6.740634344,67.40634344
2005 TA,2099,2114,14,1.80E-05,4.8,27.2,0.012,-6.29,-6.64,0,3.98E-05,3981.312,45.46564234,72.46564234,6.742821542,67.42821542
2007 HB15,2055,2112,33,0.00015,6.35,27.8,0.01,-5.27,-5.35,0,4.03E-05,4032.25,45.53537145,72.53537145,6.747990179,67.47990179
2010 VN1,2046,2060,4,2.10E-06,10.99,28.3,0.007,-7.18,-7.33,0,4.14E-05,4142.75743,45.68366483,72.68366483,6.758969213,67.58969213
2006 DO62,2036,2079,11,1.80E-06,11.01,28.3,0.007,-7.32,-7.67,0,4.16E-05,4157.84943,45.70360961,72.70360961,6.760444483,67.60444483
2016 WQ1,2084,2084,1,8.10E-08,7.67,27.9,0.009,-8.74,-8.74,0,4.29E-05,4288.62681,45.87346673,72.87346673,6.772995403,67.72995403
2009 TD17,2047,2113,56,2.40E-05,6.57,27.7,0.01,-6.12,-6.9,0,4.32E-05,4316.49,45.90898629,72.90898629,6.775617041,67.75617041
2006 BF56,2092,2110,11,7.90E-06,26.18,29.6,0.004,-7.16,-7.59,0,4.39E-05,4386.51136,45.99724607,72.99724607,6.782126958,67.82126958
2010 GH7,2099,2115,38,0.00011,5.05,27.3,0.012,-5.53,-5.98,0,4.41E-05,4406.832,46.02259596,73.02259596,6.783995575,67.83995575
2011 YC63,2034,2039,2,2.90E-06,18.84,29,0.005,-6.83,-6.83,0,4.44E-05,4436.82,46.05979309,73.05979309,6.786736557,67.86736557
2011 FA23,2025,2102,6,4.10E-06,14.34,28.9,0.006,-7.21,-7.33,0,4.44E-05,4441.72896,46.06585822,73.06585822,6.787183379,67.87183379
2007 VF189,2077,2077,1,3.50E-08,11.47,28.4,0.007,-9.17,-9.17,0,4.51E-05,4512.53887,46.15260732,73.15260732,6.793571028,67.93571028
2007 XB23,2078,2114,9,6.60E-07,4.58,27.1,0.013,-7.52,-7.8,0,4.61E-05,4608.51508,46.26803941,73.26803941,6.802061409,68.02061409
2012 BP123,2017,2115,228,5.90E-07,4.6,27.1,0.013,-7.24,-8.11,0,4.65E-05,4648.852,46.31583744,73.31583744,6.805573998,68.05573998
2014 WA,2049,2049,1,1.40E-06,9.55,28.2,0.008,-7.28,-7.28,0,4.67E-05,4669.568,46.34022432,73.34022432,6.807365447,68.07365447
2013 PG10,2056,2113,7,8.30E-06,6.87,27.7,0.01,-6.56,-6.66,0,4.72E-05,4719.69,46.39878327,73.39878327,6.811665234,68.11665234
2016 JN38,2039,2114,93,6.50E-06,19.51,29.1,0.005,-6.92,-7.8,0,4.76E-05,4758.00125,46.44312556,73.44312556,6.814919336,68.14919336
2008 VB4,2019,2103,22,1.50E-07,11.84,28.3,0.007,-7.72,-8.03,0,4.81E-05,4808.36608,46.50087879,73.50087879,6.819155284,68.19155284
2010 RK53,2029,2029,1,1.80E-08,8.23,27.8,0.009,-8.65,-8.65,0,4.94E-05,4937.72841,46.64648996,73.64648996,6.829823567,68.29823567
2010 MZ112,2029,2110,186,8.60E-06,1.54,25.5,0.028,-5.25,-6.43,0,5.21E-05,5206.13632,46.93681549,73.93681549,6.851044846,68.51044846
2006 SR131,2060,2113,38,3.40E-05,8.46,28,0.009,-6.18,-6.98,0,5.22E-05,5217.56964,46.94884761,73.94884761,6.851922913,68.51922913
2010 UJ,2020,2108,103,6.10E-06,2.84,26.2,0.019,-5.74,-6.16,0,5.53E-05,5532.19504,47.26999978,74.26999978,6.875318158,68.75318158
2014 QN266,2078,2109,3,2.10E-06,2.85,26.2,0.019,-6.6,-6.66,0,5.57E-05,5571.22275,47.30855739,74.30855739,6.878121647,68.78121647
2016 EM156,2108,2116,5,2.00E-05,8.81,27.9,0.009,-6.5,-6.56,0,5.66E-05,5658.21369,47.39353739,74.39353739,6.884296434,68.84296434
2013 FU13,2081,2098,3,3.20E-05,5.74,27.2,0.012,-5.88,-6.09,0,5.69E-05,5693.34528,47.42748707,74.42748707,6.886761726,68.86761726
2009 EJ1,2067,2086,3,1.00E-07,10.63,28.2,0.008,-8.64,-8.78,0,5.79E-05,5785.44128,47.51549992,74.51549992,6.893148767,68.93148767
2016 TY55,2074,2114,16,1.90E-05,4.61,26.9,0.014,-5.99,-6.23,0,5.83E-05,5831.57624,47.55906412,74.55906412,6.896308006,68.96308006
2007 DC,2040,2108,35,1.10E-05,6.71,27.5,0.011,-6.26,-6.87,0,5.99E-05,5992.70771,47.70855833,74.70855833,6.907138216,69.07138216
2012 UE,2040,2058,6,4.40E-07,13.23,28.4,0.007,-7.78,-8.04,0,6.00E-05,6003.62847,47.71854444,74.71854444,6.907861061,69.07861061
2010 TW54,2092,2107,7,4.20E-06,7.77,27.6,0.01,-6.94,-7.43,0,6.04E-05,6037.29,47.74921116,74.74921116,6.910080402,69.10080402
2016 GK2,2092,2116,8,4.60E-05,9.12,27.8,0.009,-5.95,-6.14,0,6.06E-05,6063.41376,47.77289313,74.77289313,6.91179377,69.1179377
2009 JE1,2022,2114,10,7.30E-08,6.03,27.2,0.012,-8.23,-8.62,0,6.28E-05,6283.16352,47.968156,74.968156,6.925904706,69.25904706
2006 YE,2082,2089,2,1.60E-06,6.05,27.3,0.012,-7.24,-7.25,0,6.32E-05,6324.912,48.00447931,75.00447931,6.928526489,69.28526489
2004 DA53,2111,2112,3,1.70E-06,9.35,27.9,0.009,-7.52,-7.61,0,6.37E-05,6373.10025,48.04610864,75.04610864,6.931530036,69.31530036
2011 FQ16,2082,2114,4,6.40E-07,7.99,27.7,0.01,-7.87,-8.02,0,6.38E-05,6384.01,48.05548976,75.05548976,6.932206702,69.32206702
1991 BA,2023,2115,46,1.10E-05,17.23,28.7,0.006,-6.03,-6.14,0,6.41E-05,6412.45464,48.07987366,75.07987366,6.933965219,69.33965219
2014 HH196,2083,2109,2,3.00E-09,11.21,28.2,0.008,-10.21,-10.2,0,6.43E-05,6434.00192,48.09827297,75.09827297,6.935291844,69.35291844
2014 GQ17,2052,2115,83,5.60E-05,5.42,27.1,0.013,-5.55,-6.65,0,6.45E-05,6453.99508,48.11529017,75.11529017,6.936518592,69.36518592
2016 JL38,2024,2115,110,5.70E-07,2.88,26.2,0.02,-6.71,-7.42,0,6.64E-05,6635.52,48.26742636,75.26742636,6.947476258,69.47476258
2010 WW8,2017,2114,92,5.70E-07,4.45,26.9,0.015,-7.02,-7.73,0,6.68E-05,6683.34375,48.30681493,75.30681493,6.95031042,69.5031042
2008 VL,2017,2114,615,1.30E-05,9.68,27.9,0.009,-6.33,-7.46,0,6.83E-05,6830.90496,48.42659638,75.42659638,6.95892207,69.5892207
2016 WR55,2100,2115,9,3.20E-06,14.12,28.3,0.007,-7.32,-7.62,0,6.84E-05,6838.54192,48.43272498,75.43272498,6.959362398,69.59362398
2013 RS43,2073,2114,27,1.30E-05,5.69,27,0.013,-6.26,-7.04,0,7.11E-05,7113.02917,48.64857251,75.64857251,6.974852866,69.74852866
2008 GF1,2080,2080,1,9.70E-08,14.61,28.3,0.007,-8.61,-8.61,0,7.32E-05,7321.40703,48.80694287,75.80694287,6.986196595,69.86196595
2013 QM48,2071,2115,17,4.00E-06,7.47,27.4,0.011,-6.93,-7.5,0,7.43E-05,7427.09979,48.88555627,75.88555627,6.991820669,69.91820669
2012 AP10,2069,2114,81,0.00011,3.57,26.4,0.018,-5.01,-5.7,0,7.43E-05,7432.82568,48.88978313,75.88978313,6.992122935,69.92122935
2009 FQ32,2070,2104,5,5.20E-08,4.75,26.8,0.015,-8.49,-8.93,0,7.61E-05,7614.84375,49.02247931,76.02247931,7.001605481,70.01605481
2016 JA,2064,2103,10,4.50E-07,7.6,27.5,0.011,-7.8,-8.37,0,7.69E-05,7687.856,49.07481802,76.07481802,7.005342106,70.05342106
2014 QC391,2078,2115,37,5.90E-05,7.61,27.5,0.011,-5.77,-6.14,0,7.71E-05,7708.10051,49.08924225,76.08924225,7.006371547,70.06371547
2009 BF58,2055,2115,27,5.40E-05,6.68,27.2,0.012,-5.67,-6.07,0,7.71E-05,7710.75072,49.09112772,76.09112772,7.0065061,70.065061
2012 BU1,2086,2114,20,0.00011,8.97,27.7,0.01,-5.56,-5.99,0,8.05E-05,8046.09,49.32462017,76.32462017,7.023148879,70.23148879
2016 DK1,2043,2115,33,0.00016,6.87,27.3,0.012,-5,-5.47,0,8.16E-05,8155.62432,49.39878327,76.39878327,7.028426799,70.28426799
2011 EM40,2054,2113,16,1.30E-06,10.69,28,0.009,-7.44,-8.01,0,8.33E-05,8330.72769,49.5152973,76.5152973,7.036710688,70.36710688
2014 TL,2072,2114,6,9.10E-06,10.72,27.8,0.009,-6.66,-6.82,0,8.38E-05,8377.55136,49.54603893,76.54603893,7.038894723,70.38894723
2013 UJ5,2061,2061,1,1.10E-07,10.81,28,0.009,-8.37,-8.37,0,8.52E-05,8518.80969,49.63775026,76.63775026,7.045406323,70.45406323
2016 WU,2089,2110,3,2.40E-06,7.05,27.3,0.012,-7.14,-7.15,0,8.59E-05,8588.592,49.68249641,76.68249641,7.048581163,70.48581163
1994 GV,2036,2115,53,0.00016,8.09,27.5,0.011,-5.14,-5.81,0,8.71E-05,8711.14211,49.7602058,76.7602058,7.054091423,70.54091423
2013 GA55,2070,2114,23,3.90E-05,9.34,27.7,0.01,-6.04,-6.21,0,8.72E-05,8723.56,49.76801893,76.76801893,7.054645203,70.54645203
2016 GS134,2054,2070,2,3.60E-07,11.02,27.9,0.009,-7.84,-8.01,0,8.85E-05,8853.00516,49.84880782,76.84880782,7.060368816,70.60368816
2015 YJ,2042,2115,52,0.0018,16.35,28.3,0.007,-4.13,-4.36,0,9.17E-05,9169.16175,50.04126396,77.04126396,7.073985013,70.73985013
2005 TK50,2054,2106,2,1.50E-07,20.62,28.9,0.006,-8.66,-8.68,0,9.18E-05,9183.98304,50.05012261,77.05012261,7.074611128,70.74611128
2000 SG344,2069,2113,104,0.0022,1.36,24.8,0.037,-2.93,-3.26,0,9.37E-05,9368.77888,50.15938985,77.15938985,7.082329408,70.82329408
2011 DS,2065,2108,13,1.40E-05,6.54,27,0.013,-6.11,-6.36,0,9.40E-05,9396.92052,50.17584026,77.17584026,7.083490684,70.83490684
2015 HE183,2058,2110,34,4.50E-06,13.75,28.3,0.008,-6.94,-7.42,0,0.0000968,9680,50.33862886,77.33862886,7.094972083,70.94972083
2003 UM3,2022,2112,82,1.60E-06,13.82,28.1,0.008,-7.16,-7.94,0,9.78E-05,9778.81088,50.39433258,77.39433258,7.098896574,70.98896574
2010 UH,2047,2115,45,6.70E-05,6.74,27.1,0.013,-5.59,-5.72,0,9.98E-05,9980.44372,50.50627579,77.50627579,7.106776751,71.06776751
2014 GC49,2038,2038,1,2.30E-10,17.06,28.6,0.007,-10.84,-10.8,0,9.98E-05,9982.79548,50.50756806,77.50756806,7.106867669,71.06867669
2014 HT197,2070,2090,3,1.10E-07,17.18,28.5,0.007,-8.53,-8.81,0,0.000101237,10123.72732,50.5844583,77.5844583,7.112275185,71.12275185
2010 VR139,2017,2076,24,2.00E-07,4.99,26.7,0.016,-6.83,-6.95,0,0.000101991,10199.08096,50.62513208,77.62513208,7.115134017,71.15134017
2010 UK,2069,2115,20,2.30E-05,6.11,26.9,0.014,-5.81,-6.02,0,0.000102439,10243.92824,50.64919697,77.64919697,7.116824922,71.16824922
2007 RC20,2065,2106,2,3.70E-09,5.12,26.7,0.016,-9.66,-9.7,0,0.000107374,10737.41824,50.90725483,77.90725483,7.134932013,71.34932013
2010 MY112,2017,2114,440,7.00E-06,2.1,25.5,0.029,-4.9,-5.95,0,0.000107555,10755.549,50.91650845,77.91650845,7.135580456,71.35580456
2006 WP1,2017,2017,1,5.20E-09,17.77,28.3,0.007,-8.31,-8.31,0,0.00010831,10831.01047,50.95485582,77.95485582,7.138267004,71.38267004
2011 FQ6,2053,2115,28,4.80E-05,10.5,27.7,0.01,-5.8,-5.97,0,0.00011025,11025,51.05222259,78.05222259,7.145083806,71.45083806
2016 CD30,2056,2070,7,5.30E-05,10.53,27.7,0.01,-5.62,-5.66,0,0.000110881,11088.09,51.0835197,78.0835197,7.147273585,71.47273585
2009 WQ52,2037,2037,1,3.30E-09,14.76,28.2,0.008,-9.57,-9.57,0,0.000111543,11154.30912,51.11617811,78.11617811,7.149557896,71.49557896
2008 CJ,2061,2106,2,9.50E-07,8.06,27.3,0.012,-7.5,-7.5,0,0.000112257,11225.71008,51.15117561,78.15117561,7.152005006,71.52005006
2014 KW76,2115,2115,1,2.80E-07,15,28,0.008,-8.22,-8.22,0,0.0001152,11520,51.29311146,78.29311146,7.161920934,71.61920934
2005 VN5,2047,2114,29,5.70E-05,6.58,27,0.014,-5.41,-5.87,0,0.000118805,11880.53216,51.462134,78.462134,7.173711313,71.73711313
2014 OX3,2108,2108,1,4.90E-08,12.82,27.8,0.009,-8.88,-8.88,0,0.000119813,11981.28996,51.50845411,78.50845411,7.176939049,71.76939049
2013 BR27,2067,2106,42,3.00E-05,10.95,27.7,0.01,-6.02,-6.44,0,0.000119903,11990.25,51.51255432,78.51255432,7.177224695,71.77224695
2014 HM198,2099,2104,2,4.40E-10,9.54,27.4,0.011,-10.82,-11,0,0.000121136,12113.64396,51.56871114,78.56871114,7.181135783,71.81135783
2008 CB6,2093,2107,2,9.60E-06,7.43,27.1,0.013,-6.38,-6.53,0,0.000121285,12128.51653,51.57544101,78.57544101,7.181604348,71.81604348
2008 UA92,2078,2078,1,1.30E-06,8.38,27.3,0.012,-7.21,-7.21,0,0.000121348,12134.77632,51.57827111,78.57827111,7.181801383,71.81801383
2008 GY21,2038,2105,31,2.50E-07,11.1,27.6,0.01,-7.9,-8.32,0,0.00012321,12321,51.66180329,78.66180329,7.187614576,71.87614576
2006 HE2,2074,2111,4,8.30E-07,5.02,26.5,0.017,-7.16,-7.4,0,0.00012381,12380.95652,51.6884288,78.6884288,7.189466517,71.89466517
2016 CK137,2040,2116,84,0.00012,9.86,27.4,0.011,-5.24,-5.91,0,0.000129399,12939.92876,51.93062866,78.93062866,7.206290909,72.06290909
2015 BW516,2034,2081,8,4.30E-05,11.41,27.7,0.01,-5.54,-5.66,0,0.000130188,13018.81,51.96396235,78.96396235,7.208603357,72.08603357
2017 AT20,2039,2116,297,4.50E-06,7.71,27.1,0.013,-6.57,-7.12,0,0.000130599,13059.86877,51.98123316,78.98123316,7.209801188,72.09801188
2005 UC3,2101,2109,2,3.10E-07,7.81,27.1,0.013,-7.9,-8.03,0,0.000134008,13400.84317,52.12259633,79.12259633,7.219598073,72.19598073
2014 DK10,2060,2060,1,3.60E-08,11.83,27.8,0.01,-8.71,-8.71,0,0.000139949,13994.89,52.36049818,79.36049818,7.236055429,72.36055429
2016 TQ54,2082,2113,9,1.80E-06,9,27.2,0.012,-7.15,-7.64,0,0.000139968,13996.8,52.36124668,79.36124668,7.23610715,72.3610715
2008 TE,2023,2047,3,5.10E-05,11.84,27.7,0.01,-4.79,-4.79,0,0.000140186,14018.56,52.36976698,79.36976698,7.236695861,72.36695861
2008 XK,2017,2113,171,6.10E-07,9.03,27.2,0.012,-6.85,-7.5,0,0.000140903,14090.26752,52.39775131,79.39775131,7.238629104,72.38629104
2014 UY57,2071,2111,2,1.20E-07,9.03,27.2,0.012,-8.2,-8.32,0,0.000140903,14090.26752,52.39775131,79.39775131,7.238629104,72.38629104
2012 XK134,2065,2065,1,1.10E-07,4.95,26.4,0.018,-7.84,-7.84,0,0.000142899,14289.858,52.4748993,79.4748993,7.243956053,72.43956053
2012 TC4,2020,2114,79,8.50E-05,6.51,26.7,0.015,-4.74,-5.81,0,0.000143033,14303.28375,52.48005003,79.48005003,7.244311564,72.44311564
2012 DW60,2083,2115,14,4.10E-05,5.4,26.5,0.017,-5.45,-5.54,0,0.000143263,14326.308,52.48887194,79.48887194,7.244920423,72.44920423
2011 UC64,2093,2114,25,1.90E-05,14.05,27.9,0.009,-6.31,-6.78,0,0.000143906,14390.64225,52.51344711,79.51344711,7.246616253,72.46616253
2014 YN,2095,2115,22,6.10E-05,3.27,25.7,0.024,-5.06,-5.66,0,0.000147819,14781.86496,52.66056596,79.66056596,7.256760018,72.56760018
2011 SM173,2058,2112,10,5.30E-05,14.25,27.8,0.009,-5.5,-5.53,0,0.000148033,14803.25625,52.66849747,79.66849747,7.257306489,72.57306489
2015 VP64,2069,2105,5,3.10E-06,20.96,28.3,0.007,-6.99,-7,0,0.000150687,15068.73088,52.76598797,79.76598797,7.264020097,72.64020097
2013 NE24,2059,2112,13,5.40E-06,10.83,27.4,0.011,-6.61,-6.93,0,0.000156112,15611.15259,52.95995173,79.95995173,7.277358843,72.77358843
2011 EB74,2032,2115,328,0.00032,7.55,26.9,0.014,-4.51,-5.45,0,0.000156415,15641.486,52.97059872,79.97059872,7.278090321,72.78090321
2011 CF66,2018,2114,808,1.50E-05,12.52,27.8,0.01,-6.04,-7.18,0,0.00015675,15675.04,52.9823521,79.9823521,7.278897726,72.78897726
2016 EG28,2086,2108,3,2.10E-06,14.67,27.8,0.009,-7.17,-7.28,0,0.000156887,15688.72881,52.98713983,79.98713983,7.279226595,72.79226595
2007 VD8,2023,2112,53,3.80E-07,12.62,27.7,0.01,-7.61,-8.39,0,0.000159264,15926.44,53.0696209,80.0696209,7.284889903,72.84889903
2006 SF281,2017,2111,514,1.90E-06,4.49,26.2,0.02,-5.91,-7.58,0,0.000161281,16128.08,53.13862662,80.13862662,7.289624587,72.89624587
2016 SU2,2102,2115,12,4.90E-06,12.73,27.7,0.01,-6.85,-7.23,0,0.000162053,16205.29,53.16482144,80.16482144,7.291421085,72.91421085
2016 VZ17,2027,2116,141,1.10E-06,9.71,27.3,0.012,-7.06,-7.89,0,0.000162923,16292.29248,53.19418938,80.19418938,7.293434677,72.93434677
2016 TC57,2112,2112,1,1.00E-06,8.74,27,0.013,-7.34,-7.34,0,0.000167824,16782.35572,53.35673702,80.35673702,7.304569598,73.04569598
2017 BK30,2085,2085,2,1.40E-07,9.95,27.2,0.012,-8.11,-8.26,0,0.000171076,17107.632,53.46202682,80.46202682,7.311773165,73.11773165
2006 UJ185,2078,2105,3,1.20E-06,15.46,27.9,0.009,-7.47,-7.48,0,0.000174239,17423.94564,53.56251283,80.56251283,7.318641461,73.18641461
2006 XZ2,2059,2102,4,3.10E-07,9.06,27.1,0.013,-7.68,-7.81,0,0.000180338,18033.76692,53.75119318,80.75119318,7.331520523,73.31520523
2007 UO6,2031,2113,11,2.30E-05,11.68,27.3,0.011,-5.39,-5.65,0,0.000181578,18157.82144,53.78879411,80.78879411,7.334084408,73.34084408
2016 EV84,2056,2080,3,2.40E-06,7.41,26.8,0.015,-6.69,-6.77,0,0.000185315,18531.48375,53.90051819,80.90051819,7.341697228,73.41697228
2016 AZ193,2018,2114,398,2.30E-06,6.73,26.6,0.016,-6.27,-7.16,0,0.00018552,18551.97184,53.90657876,80.90657876,7.342109967,73.42109967
2008 CT1,2030,2115,163,5.00E-05,13.67,27.6,0.01,-5.62,-6.08,0,0.000186869,18686.89,53.94632242,80.94632242,7.344816024,73.44816024
2010 FN,2082,2114,5,2.30E-06,6.78,26.6,0.016,-6.71,-6.96,0,0.000188287,18828.65664,53.9877755,80.9877755,7.34763741,73.4763741
2004 OD4,2100,2100,1,6.80E-08,8.45,26.9,0.014,-8.43,-8.43,0,0.000195928,19592.846,54.20598613,81.20598613,7.362471469,73.62471469
2014 QJ365,2109,2109,1,5.80E-08,12.19,27.4,0.011,-8.68,-8.68,0,0.000197781,19778.14091,54.25761378,81.25761378,7.36597677,73.6597677
2012 BL14,2019,2115,520,1.70E-05,19.82,28.2,0.008,-5.71,-6.14,0,0.00020113,20113.01888,54.3497037,81.3497037,7.372225153,73.72225153
2015 PL57,2112,2112,1,7.00E-08,3.82,25.8,0.024,-8.03,-8.03,0,0.000201725,20172.53376,54.36590943,81.36590943,7.373324178,73.73324178
2015 HO182,2020,2115,49,4.80E-08,9.63,27,0.013,-8.06,-8.71,0,0.000203743,20374.29693,54.42049534,81.42049534,7.37702483,73.7702483
2012 SU9,2084,2115,5,1.30E-06,10.88,27.2,0.012,-7.24,-7.33,0,0.000204551,20455.09632,54.44220373,81.44220373,7.378496034,73.78496034
2014 KS76,2089,2107,2,9.60E-08,7.18,26.6,0.016,-8.13,-8.25,0,0.000211159,21115.86304,54.61657971,81.61657971,7.390303087,73.90303087
2008 EM68,2017,2115,1144,1.30E-05,14.54,27.8,0.01,-5.31,-5.65,0,0.000211412,21141.16,54.62314663,81.62314663,7.390747366,73.90747366
2015 GB1,2052,2090,4,3.10E-07,7.29,26.6,0.016,-7.42,-7.81,0,0.000217678,21767.82336,54.78336375,81.78336375,7.401578464,74.01578464
2015 EG7,2093,2110,3,3.20E-08,12.8,27.4,0.011,-8.8,-8.85,0,0.000218071,21807.104,54.79325233,81.79325233,7.402246438,74.02246438
2009 FP32,2073,2115,18,6.90E-06,15.06,27.8,0.01,-6.57,-7.2,0,0.000226804,22680.36,55.00860571,82.00860571,7.416778661,74.16778661
